,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords,abstract
93,Social trust in subnational regions and foreign subsidiary performance: Evidence from foreign investments in China,Journal of International Business Studies,,49.0,6.0,10.1057/s41267-018-0148-6,Jane Wenzhen LuYuanyang SongMengmeng Shan,2018,http://link.springer.com/article/10.1057/s41267-018-0148-6,Article,"['social trust\xa0', 'institutional theory\xa0', 'informal institutions\xa0', 'subsidiary performance\xa0', 'liability of outsidership\xa0', 'hierarchical linear modeling\xa0']","Recent research suggests that subnational regions can explain the variation in foreign subsidiary performance. However, most studies either treat subnational regions as a whole or focus on formal institutions at the subnational level. This study examines how general social trust, an important dimension of informal institutions at the subnational level, affects foreign subsidiary performance. In a sample of 17,886 foreign investments in China in 2012, we find that the level of social trust in subnational regions has a positive effect on the performance of foreign subsidiaries, reducing the liability of outsidership faced by foreign subsidiaries. Our results also show that this positive effect is contingent on local embeddedness of the foreign subsidiaries. Our findings highlight the importance of incorporating informal institutions at the subnational level in examining strategies and strategy outcomes."
94,"Internal embeddedness, geographic distance, and global knowledge sourcing by overseas subsidiaries",Journal of International Business Studies,,49.0,6.0,10.1057/s41267-017-0112-x,Kazuhiro AsakawaYeonJin ParkJaeyong SongSang-Ji Kim,2018,http://link.springer.com/article/10.1057/s41267-017-0112-x,Article,"['global knowledge sourcing\xa0', 'internal vertical embeddedness\xa0', 'geographic distance\xa0', 'overseas R&D subsidiaries\xa0']","We investigate determinants of global knowledge sourcing of overseas R&D subsidiaries, shedding light on vertical cross-border embeddedness within firms. Drawing on the paradox of embeddedness perspective, which assumes that embeddedness may facilitate or hinder knowledge transfer, we examine the extent to which different types of internal vertical embeddedness – administrative versus knowledge – facilitate global knowledge sourcing. We find that vertical administrative embeddedness inhibits global knowledge sourcing, while vertical knowledge embeddedness promotes it. We also find differing moderating effects of geographic distance between headquarters and its subsidiaries on the association between vertical embeddedness and global knowledge sourcing."
95,Global connectedness and local innovation in industrial clusters,Journal of International Business Studies,,49.0,6.0,10.1057/s41267-018-0153-9,Ekaterina TurkinaAri Van Assche,2018,http://link.springer.com/article/10.1057/s41267-018-0153-9,Article,"['cluster\xa0', 'knowledge sourcing\xa0', 'connectedness\xa0', 'network analysis\xa0', 'patent\xa0']","In today’s knowledge economy, clusters are a key driver of a country’s competitiveness. Yet a cluster’s technological base is now more than ever influenced by constituent firms’ actions to tap into distant knowledge sources. Drawing on a social network perspective, and distinguishing between horizontal versus vertical organization-based linkages, we explore the effects of a cluster’s connectedness to foreign locations on its innovation performance. We show that improvements in horizontal and vertical connectedness both stimulate a cluster’s innovation performance, but that their relative effects vary across cluster types. Innovation in knowledge-intensive clusters disproportionately benefits from enhancements in their constituent firms’ horizontal connectedness to foreign knowledge hotspots. Innovation in labor-intensive clusters mostly gains from stronger vertical connections by their firms to central value chain players abroad. We discuss the implications of our findings for research on global knowledge sourcing and cluster upgrading."
96,"Alliances in international governmental organizations, regional trade agreement formation, and multinational enterprise regionalization strategy",Journal of International Business Studies,,49.0,6.0,10.1057/s41267-018-0152-x,Yener KandoganJens Hiller,2018,http://link.springer.com/article/10.1057/s41267-018-0152-x,Article,"['alliances\xa0', 'path dependence\xa0', 'logistic regression\xa0', 'regional strategy or strategies\xa0', 'political risk\xa0', 'international institutions\xa0']","Drawing from political science alliance theories, we explain why countries are likely to enter regional trade agreements. We argue that the probability that this will happen is higher if the countries are allies in the same international governmental organizations (IGOs), as such alliances can help build trust and reduce political risk. Our results show that IGO scope and also partner reliability and influence in the IGO network play important roles. Our findings provide guidance to multinational enterprises in formulating regionalization strategies."
97,Network centrality and organizational aspirations: A behavioral interaction in the context of international strategic alliances,Journal of International Business Studies,,,,10.1057/s41267-018-0166-4,Elio ShijakuMartin Larraza-KintanaAinhoa Urtasun-Alonso,2018,http://link.springer.com/article/10.1057/s41267-018-0166-4,Article,"['network centrality\xa0', 'organizational aspirations\xa0', 'international strategic alliances\xa0', 'cross-national distances\xa0', 'longitudinal analysis\xa0']","Whereas social network analysis has been associated with organizational aspirations, little is known on how firm’s structural positioning, and particularly network centrality, affects organizational aspirations to engage in international strategic alliances (ISA). This study examines the impact of network centrality on firm’s internationalization behavior within the ISA domain in response to the performance–aspiration gap. We build on social and behavioral perspectives to predict that network centrality and performance-based aspirations will be associated with the number of ISA the firm engages in. Using a sample of 7760 alliance collaborations from the top 81 global pharmaceutical firms for the period of 1991–2012, we find supporting evidence for most of our arguments."
98,Correction to: The interplay of national distances and regional networks: Private equity investments in emerging markets,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-018-0145-9,Santiago MingoFrancisco MoralesLuis Alfonso Dau,2018,http://link.springer.com/article/10.1057/s41267-018-0145-9,Article,[],
99,Does corporate hedging attract foreign institutional investors? Evidence from international firms,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-017-0140-6,Massimo MassaLei Zhang,2018,http://link.springer.com/article/10.1057/s41267-017-0140-6,Article,"['hedging\xa0', 'foreign exchange hedging\xa0', 'interest rate hedging\xa0', 'foreign ownership\xa0', 'international institutional investors\xa0']","We study how corporate hedging affects the demand of foreign institutional investors. We collect measures of foreign exchange hedging and interest rate hedging for a comprehensive sample of international companies. We document a strongly positive relationship between foreign institutional demand and corporate hedging. The effect of hedging is concentrated in the demand of non-bank-affiliated investors, whereas bank-affiliated investors are less sensitive to it. The impact of hedging on foreign institutional ownership is higher for less transparent countries, and a low quality of corporate governance amplifies the effect of lower transparency. We address the potential endogeneity of hedging with an instrumental variable specification that exploits the changes in hedging induced by changes in the asset quality of relationship banks. We also show that the pre-IPO hedging policy is positively related to international investor demand after the IPO."
100,Foreign earnings management of US multinational companies: The role of decision rights,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-017-0143-3,Jing Huang,2018,http://link.springer.com/article/10.1057/s41267-017-0143-3,Article,"['agency theory\xa0', 'multinational corporations and enterprises\xa0', 'international financial reporting\xa0', 'foreign earnings management\xa0', 'headquarters–subsidiary roles and relations\xa0']","US multinational corporations (MNCs) need to allocate decision rights between parent companies and subsidiaries to manage global operations. This article examines how the allocation of decision rights affects foreign earnings management of MNCs. I find that the extent of foreign earnings management increases when parents retain centralized decision rights. But internal cross-border frictions, between parents and their foreign subsidiaries, and the external local legal environment in which foreign subsidiaries operate can mitigate foreign earnings management despite parents having centralized decision rights. This study provides evidence on how the decision structures of MNCs affect where earnings are managed."
101,The impact of climate risk on firm performance and financing choices: An international comparison,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-017-0125-5,Henry He HuangJoseph KersteinChong Wang,2018,http://link.springer.com/article/10.1057/s41267-017-0125-5,Article,"['climate risk\xa0', 'extreme weather\xa0', 'earnings volatility\xa0', 'financing choice\xa0']","Increasingly adverse climatic conditions have created greater systematic risk for companies throughout the global economy. Few studies have directly examined the consequences of climate-related risk on financing choices by publicly listed firms across the globe. We attempt to do so using the Global Climate Risk Index compiled and published by Germanwatch (Kreft & Eckstein, "
102,Cross-border venture capital investments: The impact of foreignness on returns,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-017-0116-6,Axel BuchnerSusanne EspenlaubArif KhurshedAbdulkadir Mohamed,2018,http://link.springer.com/article/10.1057/s41267-017-0116-6,Article,"['venture capital\xa0', 'cross-border\xa0', 'return\xa0', 'IRR\xa0', 'PME\xa0', 'foreignness\xa0', 'distance\xa0']","Against the background of the growing internationalization of venture capital (VC) investing, this is the first global comparison of the returns generated by individual domestic and cross-border deals. We examine investments worldwide during 1971–2009 and find that cross-border investments significantly underperform compared with equivalent domestic investments. Returns are negatively affected by geographic distances, cultural disparities, and institutional differences between the home and host countries. Returns on cross-border and domestic deals also decline after the late 1990s. International portfolio diversification and the saturation of domestic markets may explain why VC investors make cross-border investments despite poor expected returns."
103,The role of earnout financing on the valuation effects of global diversification,Journal of International Business Studies,,49.0,5.0,10.1057/s41267-017-0142-4,Leonidas G BarbopoulosJo DanboltDimitris Alexakis,2018,http://link.springer.com/article/10.1057/s41267-017-0142-4,Article,"['cross-border acquisitions (CBAs)\xa0', 'first-time CBAs (FTCBAs)\xa0', 'multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'contingent earnouts\xa0', 'event study\xa0']","This article examines the impact of earnout financing on the value of acquiring firms engaged in cross-border acquisitions (CBAs), using a dataset of UK, US, Canadian and Australian firms from 1992 to 2012. The results show that firms initiating international business operations via earnout-financed CBAs enhance their value more than acquirers in (a) domestic acquisitions and (b) remaining CBAs by established multinational corporations (MNCs). Our findings demonstrate the superiority of earnout financing in CBAs announced by acquirers that have no prior international business experience. The results are robust to the firms’ endogenous choice to diversify globally and to the use of earnout financing. We contend that earnouts contribute to the reduction of valuation risk faced by firms acquiring a foreign target firm for the first time. Our empirical findings contribute to the existing debate on the merit of international expansion through CBAs and the role of earnout contingent payment."
104,Taxing the multinational enterprise: On the forced redesign of global value chains and other inefficiencies,Journal of International Business Studies,,,,10.1057/s41267-018-0159-3,Nicolai J FossRam MudambiSamuele Murtinu,2018,http://link.springer.com/article/10.1057/s41267-018-0159-3,Article,"['finance\xa0', 'taxation\xa0', 'corporate profit taxation\xa0', 'transfer pricing\xa0', 'public goods\xa0']","The taxation of the multinational enterprise (MNE) has been a continuing concern for policymakers. We argue that the changing nature of the mobile MNE (e.g., its improved ability to fine-slice the value chain and disperse it geographically) makes it increasingly important to rethink current tax policies. First, there should be more focus on the inefficiencies that arise when taxation leads to the inefficient location of MNE activities. Thus, MNEs may shift activities to low-tax jurisdictions that offer lucrative pecuniary and non-pecuniary incentives, but do not enable their investments to maximize their contribution to global value creation. Second, international tax regimes should ensure that MNEs pay for their consumption of local public goods, and public finance scholars have long known that the taxation-based distortions are minimized when the tax objects are immobile. However, the bulk of current tax policies are aimed at corporate profits that are both poor proxies for the consumption of local public goods as well as extremely mobile. Integrating theory from international business, public finance and economic geography, our analysis demonstrates that moving the incidence of taxation from corporate profits to dividends and consumption would unambiguously improve both wealth creation and efficiency."
105,Organizational innovation in the multinational enterprise: Internalization theory and business history,Journal of International Business Studies,,,,10.1057/s41267-018-0156-6,Teresa da Silva LopesMark CassonGeoffrey Jones,2018,http://link.springer.com/article/10.1057/s41267-018-0156-6,Article,"['organization and management\xa0', 'internalization theory\xa0', 'business history\xa0', 'entrepreneurship business strategy\xa0']","This article engages in a methodological experiment by using historical evidence to challenge a common misperception about internalization theory. The theory has often been criticized for maintaining that it assumes a hierarchically organized MNE based on knowledge flowing from the home country. This is not an accurate description of how global firms operate in recent decades, but this article shows it has never been true historically. Using longitudinal data on individual firms from the nineteenth century onwards, it reveals evidence of how entrepreneurs and firms with multinational activity faced with market imperfections changed the design of their headquarters and their organizational structures."
106,Uncertainty avoidance and the timing of employee stock option exercise,Journal of International Business Studies,,,,10.1057/s41267-018-0157-5,Francesco BovaMarshall Vance,2018,http://link.springer.com/article/10.1057/s41267-018-0157-5,Article,"['uncertainty avoidance\xa0', 'employee stock options\xa0', 'option exercise\xa0', 'compensation\xa0', 'multinationals\xa0', 'subjective valuation\xa0', 'FAS 123R\xa0']",We examine the impact of the cultural norm of uncertainty avoidance on employee stock option (ESO) exercise behavior using proprietary data from a multinational firm. We find that employees from countries with higher levels of uncertainty avoidance exercise their stock options earlier. These findings lend support to a maintained assumption in the ESO literature that employee attitudes toward uncertainty influence stock option exercise behaviors. Our findings further help to explain prior findings of cross-cultural differences in firms’ compensation practices by indicating that employee responses to option-based pay and firms’ consequent financial reporting costs vary as functions of employee uncertainty avoidance.
107,International entrepreneurship research versus international business research: A false dichotomy?,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-018-0154-8,Alain VerbekeLuciano Ciravegna,2018,http://link.springer.com/article/10.1057/s41267-018-0154-8,Article,[],
108,Innovation and internationalisation processes of firms with new-to-the-world technologies,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-018-0147-7,Alexandra KrizCatherine Welch,2018,http://link.springer.com/article/10.1057/s41267-018-0147-7,Article,"['case theoretic approaches\xa0', 'innovation and R&D\xa0', 'internationalisation\xa0', 'small-and-medium-sized enterprises (SMEs)\xa0', 'internationalisation theories and foreign market entry\xa0']","While there has been considerable research into the internationalisation of high-technology firms, it mostly assumes that these firms are pursuing global opportunities for technologies which are ready to be sold. This assumption does not hold for firms with ‘new-to-the-world’ technologies still under development. We investigate the internationalisation patterns of such firms by means of a qualitative case study. Our findings show the internationalisation patterns of the case firms to be uneven and discontinuous in nature. We attribute these patterns to the dialectical tensions which decision-makers confront between expanding internationally and developing their technologies. The nature and duration of the uncertainty inherent to bringing new-to-the-world technologies to global markets explains why tensions between innovation and internationalisation dominated, rather than synergies. In these conditions of fundamental uncertainty, the case firms were unable to benefit from the positive, self-reinforcing learning mechanism that underlies both the Uppsala internationalisation process model and the accelerated (early and rapid) internationalisation postulate. Instead, the dialectical process model which we develop recognises the socio-technical nature of technology, the impact of fundamental uncertainty, and the need to account for nonlinearity and interdependencies in the internationalisation process."
109,Stability vs. flexibility: The effect of regulatory institutions on opportunity type,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-017-0095-7,Susan L YoungChristopher WelterMichael Conger,2018,http://link.springer.com/article/10.1057/s41267-017-0095-7,Article,"['institutional environment\xa0', 'international entrepreneurship\xa0', 'imitation and innovation\xa0', 'entrepreneurial opportunity\xa0', 'regulatory institutions\xa0', 'hierarchical linear modeling\xa0']","How entrepreneurial opportunities are formed and exploited depends upon the institutional environment in which they are embedded. The varying amounts of risk and uncertainty across and within heterogeneous institutional environments have important implications for the types of opportunity developed. While the international business and entrepreneurship literatures consider the effect of environmental risk and uncertainty on firms, risk and uncertainty are often treated as interchangeable or synonymous, and rarely are both considered to be present together. To address this, we develop a new theoretical model based on institutional economics, describing how institutional arrangements promoting stability – thus supporting an entrepreneur’s ability to assess risk – will lead to more imitative opportunities, while institutions promoting flexibility – thus supporting an entrepreneur’s ability to respond to uncertainty by iterating – will foster more innovative opportunities. We test this framework using cross-national data across 40 countries from the GEM survey, finding that institutional arrangements that promote stability do lead to more imitation, while institutions that promote flexibility foster more innovation. By treating risk and uncertainty as distinct constructs, our study makes theoretical contributions to research on institutional environments and opportunity types, with implications for future research on subsidiary initiatives, the evolution of MNEs, and born-global firms."
110,Becoming a multinational enterprise: Using industry recipes to achieve rapid multinationalization,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-017-0137-1,Sinéad MonaghanEsther Tippmann,2018,http://link.springer.com/article/10.1057/s41267-017-0137-1,Article,"['international entrepreneurship\xa0', 'multinational enterprises (MNEs)/multinational corporations (MNCs)\xa0', 'case theoretic approaches\xa0', 'speed\xa0', 'rapid internationalization\xa0', 'industry recipes\xa0']","We aim to build a greater understanding of how young entrepreneurial firms internationalize fast through foreign subsidiaries to become a multinational enterprise (MNE). Despite the prevalence of fast-paced international expansion, theory development on how it is achieved through high-commitment entry modes has been scarce. Our work substantially addresses this gap by conceptualizing how rapid multinationalization occurs. Using qualitative case studies, we explore eight young entrepreneurial firms operating in the software-as-a-service industry aspiring to achieve early market dominance internationally through rapid multinationalization. Drawing on the concept of industry recipes, we explain how recipe heuristics and recipe augmentation enable rapid multinationalization and showcase the economic and knowledge acquisition logics which underpin these endeavors. This study introduces internationalization via industry recipe, explains the micro-level regulation of internationalization speed, and contributes to aligning international entrepreneurship and MNE perspectives on internationalization."
111,Country familiarity in the initial stage of foreign market selection,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-017-0099-3,Daniel R ClarkDan LiDean A Shepherd,2018,http://link.springer.com/article/10.1057/s41267-017-0099-3,Article,"['country familiarity\xa0', 'internationalization\xa0', 'foreign market selection\xa0', 'decision making\xa0', 'cognition\xa0', 'verbal protocol analysis\xa0']","Focusing on the initial stage of foreign market selection (i.e., narrowing a set of potential countries from which to make a final choice), we theorize that manager’s country familiarity influences both the decision-making process and outcome. We hypothesize that with increasing country familiarity, (a) manager investment of cognitive effort (process) first increases and then decreases, and (b) the likelihood of a country being included for further consideration (outcome) also increases and then decreases. We further hypothesize that the effects of country familiarity are contingent on the managers’ international experience. Empirical evidence from verbal protocol analyses of managers provides strong support to our arguments. These findings contribute to the emergent literature on the critical role of cognition in decision making about foreign markets. Manager cognition potentially influences sequential/non-sequential entry decision making, possibly explaining some previously observed exceptions to internationalization process theory. The contingent role of international experience further stresses that the influence of cognition in internationalization decision making is both important and complex, involving, at least, innate cognitive processes, idiosyncratic knowledge, and international experience. We discuss the theoretical implications, along with practice implications, of country familiarity and intuitive decision making in foreign market selection."
112,International entrepreneurship: The pursuit of entrepreneurial opportunities across national borders,Journal of International Business Studies,,49.0,4.0,10.1057/s41267-018-0149-5,A. Rebecca ReuberGary A. KnightPeter W. LieschLianxi Zhou,2018,http://link.springer.com/article/10.1057/s41267-018-0149-5,Article,"['born global\xa0', 'ecosystem\xa0', 'entrepreneurship\xa0', 'foreign market entry\xa0', 'international entrepreneurship\xa0', 'international new venture\xa0', 'internationalization\xa0', 'internationalization theories and foreign market entry\xa0', 'opportunity\xa0', 'platform\xa0']","In this editorial for the Special Issue on International Entrepreneurship, we inter-relate key concepts about the pursuit of opportunities from the entrepreneurship and international business literatures. In doing so, we consider the assessment of opportunities as an individual-level cognitive activity, the construction of opportunity as a firm-level innovative activity and the shaping of opportunity as an institutional-level structuring activity. We then extend the discussion to explore the notion of a distributed, global ecosystem of opportunities and opportunity seekers, which we believe may provide a platform for valuable future research."
113,Home country supportiveness/unfavorableness and outward foreign direct investment from China,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0136-2,Ajai S GaurXufei MaZhujun Ding,2018,http://link.springer.com/article/10.1057/s41267-017-0136-2,Article,"['home country environment\xa0', 'outward FDI\xa0', 'emerging market firms\xa0', 'international experience\xa0']","What drives the outward foreign direct investments (OFDIs) by emerging market firms (EMFs)? Drawing on a strategy tripod framework, this article proposes a theoretical model to predict OFDI by EMFs from China. Specifically, we use institution- and industry-based views to examine two facets of home country environment, namely, the supportiveness from home government and unfavorableness from home industry, as important determinants of OFDI, and compare the relative strength of these effects. Further, we use the resource-based view to argue that the effect of the home country environment is contingent on the international experience portfolios of EMFs."
114,Host market government corruption and the equity-based foreign entry strategies of multinational enterprises,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0115-7,Michael A SartorPaul W Beamish,2018,http://link.springer.com/article/10.1057/s41267-017-0115-7,Article,"['corruption\xa0', 'bribery\xa0', 'uncertainty\xa0', 'transaction cost economics\xa0', 'entry mode\xa0', 'joint ventures\xa0']","While extant theory suggests that the pervasiveness of host market government corruption should influence the equity ownership decisions of foreign-investing multinational enterprises (MNEs), empirical research has produced inconclusive results. We leverage insights from transaction cost economics to advance an uncertainty-oriented framework which can be used to explain the impact of host market government corruption on the equity-based entry strategies of MNEs. We disaggregate government corruption into two distinct components (grand corruption and petty corruption). We propose that grand and petty corruption precipitate different types of uncertainty (environmental and behavioral) which motivate MNEs to vary their equity-based foreign entry strategies (entry mode and partnering). Hypotheses pertaining to the entry strategies of MNEs under conditions of more pervasive grand and petty corruption are developed and tested with a sample of 643 Japanese investments in 30 countries between 2004 and 2007. We find that the main effect of grand corruption and the interaction between grand and petty corruption significantly impact a MNE’s entry mode. Further, while more pervasive grand corruption increases the likelihood that a MNE will engage in a joint venture investment with a host country partner, we find that an increase in petty corruption heightens a MNE’s preference to invest with a home country partner."
115,Political connections and voluntary disclosure: Evidence from around the world,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0139-z,Mingyi HungYongtae KimSiqi Li,2018,http://link.springer.com/article/10.1057/s41267-017-0139-z,Article,"['cross-country study\xa0', 'disclosure theories\xa0', 'political connections\xa0', 'voluntary disclosure\xa0']","Motivated by the international business literature that examines the interactions between political forces and business environments, we investigate whether and how political connections affect managers’ voluntary disclosure choices. We show that compared to non-connected firms, connected firms issue fewer management earnings forecasts. In addition, relative to non-connected firms, connected firms have a greater increase in the frequency of management forecasts subsequent to the elections that damage their political ties. Further analyses suggest that lack of capital market incentives, reduced litigation risk, and lower proprietary costs shape politically connected firms’ unique voluntary disclosure choices."
116,The interplay of national distances and regional networks: Private equity investments in emerging markets,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0141-5,Santiago MingoFrancisco MoralesLuis Alfonso Dau,2018,http://link.springer.com/article/10.1057/s41267-017-0141-5,Article,"['emerging markets\xa0', 'private equity\xa0', 'networks\xa0', 'institutions\xa0', 'geography\xa0', 'venture capital\xa0']","Integrating social network theory with the literature on national distance, we examine how the investment strategy followed by a private equity (PE) firm in an emerging market is affected by the interplay between two important types of national distances – institutional and geographic – and the firm’s centrality in the regional syndication network. Covering over 5,000 investment transactions, we use a dataset of more than 500 PE firms based in both developed and emerging markets targeting three emerging market regions – Latin America, Southeast Asia, and Eastern Europe – from 1996 to 2011. The results show that, depending on the level of centrality of PE firms in regional syndication networks, institutional and geographic distances can have differing effects – both in magnitude and direction – on their investment strategies in emerging markets. Moreover, these effects are contingent on whether the PE firm is from a developed market or an emerging market. We conclude that different types of national distances can operate in dissimilar ways depending on (1) firm-level factors defined at the regional level – such as centrality in the regional syndication network – and (2) the developed market or emerging market nature of the PE firm."
117,A meta-analysis of the exchange hazards–interfirm governance relationship: An informal institutions perspective,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0144-2,Zhi CaoYuan LiJayanth JayaramYi LiuFabrice Lumineau,2018,http://link.springer.com/article/10.1057/s41267-017-0144-2,Article,"['uncertainty\xa0', 'contractual governance\xa0', 'relational governance\xa0', 'national culture\xa0', 'meta-analysis\xa0', 'exchange hazards\xa0']","The existing literature is ambiguous on how exchange hazards influence interfirm governance. Drawing on institutional theory, this study revisits this relationship by examining the moderating effects of national culture. By meta-analyzing 167 articles involving 38,183 interfirm relationships in 35 countries, we found support for the moderating effects of three facets of national culture: collectivism, power distance, and uncertainty avoidance. We discuss the implications of the findings for theory and practice."
118,Drivers of institutional change around the world: The case of IFRS,Journal of International Business Studies,,49.0,3.0,10.1057/s41267-017-0123-7,Miriam KoningGerard MertensPeter Roosenboom,2018,http://link.springer.com/article/10.1057/s41267-017-0123-7,Article,"['international financial reporting\xa0', 'institutional theory\xa0', 'institutional environment\xa0', 'policy diffusion\xa0', 'logistic regression\xa0']","Today more than ever it is crucial to understand the dynamic and intricate institutional landscape that MNEs operate in. However, the drivers of institutional change are still little understood. We focus on a recent fundamental institutional change: the worldwide switch to International Financial Reporting Standards (IFRS). The switch to IFRS was unexpected and not particularly welcomed by MNEs given that most national accounting systems in the pre-IFRS period were considered to be well aligned to the local cultural and environmental characteristics of each country. We test the drivers of this institutional change in a sample of 168 countries between 2002 and 2012 using empirical constructs from policy diffusion theory. Our findings show that the country-level decisions to adopt IFRS are not driven by local determinants but instead by adoption decisions by other, neighbouring countries and influential organizations. We find evidence for competition, learning and emulation as driving forces for the international spread of IFRS. We conclude that the switch to IFRS was not driven by an economic rationale only and diffused beyond the influence and interest of MNEs. Understanding these drivers is essential, because it enables management to anticipate and respond to institutional changes and consequently enhance performance and create competitive advantage."
119,"Correction to: Policy uncertainty, derivatives use, and firm-level FDI",Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0124-6,Quang NguyenTrang KimMarina Papanastassiou,2018,http://link.springer.com/article/10.1057/s41267-017-0124-6,Article,[],
120,Correction to: Anonymous shell companies: A global audit study and field experiment in 176 countries,Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0135-3,Brent B AllredMichael G FindleyDaniel NielsonJ C Sharman,2018,http://link.springer.com/article/10.1057/s41267-017-0135-3,Article,[],
121,State ownership and transparency in foreign direct investment,Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0117-5,Anthony P CannizzaroRobert J Weiner,2018,http://link.springer.com/article/10.1057/s41267-017-0117-5,Article,"['state ownership\xa0', 'transparency\xa0', 'voluntary disclosure\xa0', 'political risk\xa0', 'institutions\xa0']","We contribute to IB literature on state-owned multinationals by examining an understudied element of MNE strategy – transparency. Drawing insight from accounting, finance, and political science, we develop theory and hypotheses regarding ownership effects on FDI disclosure. We argue that transparency of "
122,Exporting and innovating among emerging market firms: The moderating role of institutional development,Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0118-4,Zhenzhen XieJiatao Li,2018,http://link.springer.com/article/10.1057/s41267-017-0118-4,Article,"['exporting\xa0', 'institutional development\xa0', 'innovation\xa0', 'emerging economies\xa0', 'China\xa0']","Building on the recombinatory view of innovation and an institutional perspective, this study investigated how the level of institutional development in a firm’s home region and the institutional distance between the home and export markets might influence the effectiveness of learning through exporting. For exporters in emerging economies, more support for R&D and better-developed market intermediaries at home were found to enhance the positive effect of exporting on firms’ innovation, while market openness in the home region tends to dampen it. Exporters exporting more to other emerging economies tend to be more innovative than those exporting more to advanced markets. These findings arise from an empirical study of exporting and innovation among Chinese manufacturers."
123,Does hometown advantage matter? The case of institutional blockholder monitoring on earnings management in Korea,Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0093-9,Chang LiuChune Young ChungHong Kee SulKainan Wang,2018,http://link.springer.com/article/10.1057/s41267-017-0093-9,Article,"['agency theory\xa0', 'domestic and foreign institutional investors\xa0', 'earnings management\xa0', 'corporate governance in emerging markets\xa0', 'institutional monitoring\xa0', 'blockholders\xa0', 'multiple regression analysis\xa0']","This study uses a large sample of Korean firms to examine institutional blockholders’ influence on corporate earnings management. The Korean market is an interesting setting to study institutional monitoring because it is dominated by chaebols, which are characterized by ineffective internal governance mechanisms. We find evidence that institutional blockholders deter opportunistic financial reporting, and such activities are the most evident among domestic institutional blockholders. Foreign institutional blockholders, especially those with short-term investment objectives, lead to more discretionary reporting. Our findings are robust to various empirical models and endogeneity checks. Moreover, this study offers new insight into the proximity advantage of domestic institutional investors with regard to monitoring information. It also highlights institutional investors’ roles in shaping corporate governance in emerging markets, in which sound corporate governance has become increasingly important for firms’ long-term sustainability. One important policy implication is that regulatory authorities should aim to promote institutional investors’ participation in these markets.
"
124,Risk propensity in the foreign direct investment location decision of emerging multinationals,Journal of International Business Studies,,49.0,2.0,10.1057/s41267-017-0126-4,Peter J BuckleyLiang ChenL Jeremy CleggHinrich Voss,2018,http://link.springer.com/article/10.1057/s41267-017-0126-4,Article,"['decision-making\xa0', 'country risk\xa0', 'heterogeneity\xa0', 'domestic experience\xa0', 'slack\xa0', 'quasi-experimentation\xa0']","A distinguishing feature of emerging economy multinationals is their apparent tolerance for host country institutional risk. Employing behavioral decision theory and quasi-experimental data, we find that managers’ domestic experience satisfaction increases their relative risk propensity regarding controllable risk (legally protectable loss), but decreases their tendency to accept noncontrollable risk (e.g., political instability). In contrast, firms’ potential slack reduces relative risk propensity regarding controllable risk, yet amplifies the tendency to take noncontrollable risk. We suggest that these counterbalancing effects might help explain prior ambiguous findings on the relationship between experience, slack, and FDI decisions. The study provides a new understanding of why firms exhibit heterogeneous responses to host country risks, and the varying effects of institutions."
